puzzle_id,fen,key_moves,mate_in,rating,solution
AfTrh,3r2k1/1pQ2p2/5p2/1P2n1n1/4p1qN/2P1B1P1/5PK1/7R b - - 0 28,g4f3,4,2098,g4f3 h4f3 e4f3 g2g1 d8d1 g1h2 e5g4
R5Am3,6rk/1Q1R3p/p2N4/4Pp2/5p2/1P5q/P4P2/4K3 b - - 1 34,h3c3,4,2535,h3c3 e1e2 c3c2 e2f3 c2d3 f3f4 g8g4
T7KYc,1k2r2r/pp1R1p2/8/2P5/P3q3/1P5p/K2Q1P2/3R4 w - - 0 37,d2d6,4,1741,d2d6 b8a8 d7d8 e8d8 d6d8 h8d8 d1d8
n7ymy,1k1q3r/pp2b3/2pp1r2/8/3PP3/1QN3P1/PPP1N1P1/R1B3K1 b - - 6 24,h8h1,4,1987,h8h1 g1h1 f6f1 e2g1 d8h8 c1h6 h8h6
SIfeb,1r1q3k/6bp/B3Q1p1/p4p2/4p3/B1P1P3/PR3PPP/4K1R1 b - - 0 25,g7c3,4,2025,g7c3 e1e2 b8b2 a3b2 d8d2 e2f1 d2d1
SHDyR,r2q2k1/1p4n1/3p2PQ/p1pPp3/2n1r1P1/8/PP6/2KR1B2 w - - 2 23,h6h7,4,1245,h6h7 g8f8 h7h8 f8e7 h8g7 e7e8 g7f7
20bky,8/2p3k1/p2p2p1/1p2p1PR/4P2R/P2q2PK/8/8 w - - 1 36,h5h7,4,873,h5h7 g7g8 h7h8 g8f7 h4h7 f7e6 h8e8
kj0ct,5rr1/ppp1k3/7p/4p3/2N1n3/1BP2P2/PP5K/R1B1R3 b - - 2 20,f8f5,4,1994,f8f5 c1g5 f5g5 e1e4 g5h5 e4h4 h5h4
lku8P,1k6/1pp3bp/6b1/2P1r3/1p3p2/P1N4P/1KP2N2/3R4 w - - 0 29,d1d8,4,1651,d1d8 b8a7 c3b5 a7a6 b5c7 a6a5 d8a8
dXxID,2rqrbk1/5p1n/p5bQ/1p2N3/3P2R1/2N5/PP3PPP/R5K1 w - - 7 24,g4g6,4,1479,g4g6 f7g6 h6g6 f8g7 g6f7 g8h8 e5g6
4zGDw,3rkbr1/Qp2pp1p/2q2B2/8/8/2P2P2/PP5P/RN3R1K b - - 0 17,c6f3,4,1850,c6f3 f1f3 d8d1 f3f1 d1f1 a7g1 f1g1
aX4F8,6k1/ppq2rpp/2p3p1/4b1Bn/2B5/2N4P/PPQ3P1/4R1K1 b - - 1 21,e5h2,4,2032,e5h2 g1h1 h5g3 h1h2 g3f1 h2g1 c7h2
crpsY,1qr2rk1/5ppp/n7/3N4/3NP2R/2p2P2/PPP5/1K1R4 w - - 0 30,d5e7,4,1344,d5e7 g8h8 h4h7 h8h7 d1h1 b8h2 h1h2
iqJ4F,5nk1/2R1R3/7K/p6P/1p6/1P5r/7r/8 w - - 3 43,e7g7,4,1527,e7g7 g8h8 g7h7 f8h7 c7c8 h7f8 c8f8
Tn68x,5rk1/5ppp/4p3/q7/3P4/5Q1P/r2n2PN/1R3RK1 w - - 2 30,f3f7,4,1184,f3f7 f8f7 b1b8 a5d8 b8d8 f7f8 f1f8
1g8rj,6k1/6p1/1p1rR2p/2b5/2Q5/1P4P1/PBPq3P/1K6 b - - 0 35,d2d1,4,1988,d2d1 b2c1 d1c1 b1c1 c5a3 c1b1 d6d1
64qgD,4R3/6kp/p5p1/2p2r2/1pP1Q1K1/1P3pP1/P4P1P/5q2 b - - 7 34,h7h5,4,1547,h7h5 g4h4 g6g5 h4h5 f1h3 e4h4 g5g4
i1jV0,1k1r3r/2p2p1n/BpQp4/3P1P2/1P5q/P7/2P2PP1/3N1RK1 b - - 2 30,h4h1,4,1782,h4h1 g1h1 h7g5 h1g1 g5f3 g2f3 d8g8
0oihZ,2r4k/pp2r1pp/1n3qp1/1Q6/3P4/P7/5PPP/2R1R1K1 w - - 0 31,c1c8,4,1659,c1c8 b6c8 b5e8 e7e8 e1e8 f6f8 e8f8
LxD0k,4r3/2Q2pk1/P1p5/2Pp3q/3PpB2/4PpP1/5RbP/6K1 b - - 4 43,h5h2,4,1247,h5h2 g1h2 e8h8 f4h6 h8h6 h2g1 h6h1
53ol9,6R1/1p1rNK1k/p4p1p/8/Pr2p3/8/8/8 w - - 3 46,g8g7,4,2071,g8g7 h7h8 f7g6 d7e7 g7e7 e4e3 e7e8
3PRkp,1rn2rk1/p4pp1/1p1Np2p/2n1q3/4B3/5P2/PPQ2P1P/3R1R1K w - - 0 23,e4h7,4,1049,e4h7 g8h8 d6f7 f8f7 d1d8 f7f8 d8f8
0auG7,2rr1b1k/pp3pp1/8/P2qpN2/6R1/2P4P/2Q2PP1/4BK2 w - - 0 29,g4h4,4,1604,g4h4 h8g8 f5e7 f8e7 c2h7 g8f8 h7h8
3ctsh,2r4k/6pp/8/3QP3/p5P1/P1N4P/4q3/2KR1R2 b - - 0 34,c8c3,4,1215,c8c3 c1b1 e2c2 b1a1 c3a3 d5a2 c2a2
1mWoH,r4rk1/3bn2N/p1n1p1p1/4qp2/6PQ/2p4R/PP3P1P/2R3K1 w - - 0 26,h7f6,4,2216,h7f6 g8g7 h4h7 g7f6 g4g5 f6g5 h7h4
MJK7I,2r2k2/3r1p1n/pQ3Bb1/1p1pR3/8/q1P2P2/6PP/4R2K w - - 14 43,e5e8,4,2052,e5e8 c8e8 e1e8 f8e8 b6b8 d7d8 b8d8
zEd6J,q4rk1/6pp/1Qn1p3/2B2n2/8/1p1B1N2/5PPP/1K1RR3 b - - 2 26,a8a2,4,2426,a8a2 b1c1 a2a1 d3b1 a1c3 b1c2 c3c2
eAa4V,r2q1r1k/ppp3pB/2n2b2/8/3P4/P6Q/1PP3PP/5RK1 w - - 2 21,h7g6,4,1588,h7g6 f6h4 f1f8 d8f8 h3h4 h8g8 h4h7
AYUnW,2r2rk1/5p2/b5pq/p3n2N/Pp2N2Q/2p1R3/5PPP/2R3K1 w - - 1 30,h5f6,4,1327,h5f6 g8g7 h4h6 g7h6 e3h3 h6g7 h3h7
kI77b,2kr2r1/pp6/5p2/2p1P3/5nP1/1P3N2/P1P2PP1/3R1RK1 b - - 0 25,f4e2,4,1546,f4e2 g1h1 g8h8 f3h2 h8h2 h1h2 d8h8
2kgpy,r3kr2/p2p1pQ1/1p2p3/6Bp/6n1/1B2Rbq1/PPP3P1/R6K w q - 0 20,e3e6,4,1863,e3e6 d7e6 b3a4 b6b5 a4b5 f3c6 b5c6
L0Hao,2R5/5p1k/4p1p1/p3P1KP/3q3Q/1P3P1P/8/8 b - - 4 39,d4e5,4,1905,d4e5 g5g4 f7f5 g4g5 f5f4 g5g4 e5f5
WDPrh,r2q1rk1/p5p1/2b1p1Qp/3pP3/2p5/2P1b1P1/P1B3PP/RN5K w - - 2 24,g6h7,4,1205,g6h7 g8f7 c2g6 f7e7 h7g7 f8f7 g7f7
hi3M4,7r/kpQ2R2/p7/3Np3/1P1nP3/P2P2Pr/R7/6K1 b - - 0 27,h3h1,4,1941,h3h1 g1f2 h8h2 f2e3 h1e1 a2e2 e1e2
ZbMzM,8/p7/4pp2/1p5k/2bQ3P/3B4/q3PK2/8 w - - 1 44,d4f6,4,2103,d4f6 a2d2 d3g6 h5g4 f6f3 g4h4 f3g3
tJ462,r6r/pp1k1p2/3q4/2pN4/2PnPQ2/8/P1P2PPP/3R1RK1 b - - 3 22,d4e2,4,2264,d4e2 g1h1 h8h2 f4h2 d6h2 h1h2 a8h8
cvu6D,r5n1/p2Q1p1k/1p2p3/4q1p1/6P1/8/PPP5/2KR4 w - - 0 24,d7f7,4,1708,d7f7 e5g7 d1h1 g8h6 h1h6 h7h6 f7h5
hfazM,5rk1/6pp/4Rq2/p7/2QpP3/3P4/Pr3PPP/5RK1 b - - 0 25,f6f2,4,1326,f6f2 f1f2 b2b1 c4c1 b1c1 f2f1 c1f1
wQn3C,1k1n1r2/1pp5/1P3q2/1B1pr2p/5p2/2P5/1KQB4/R7 w - - 4 34,a1a8,4,1818,a1a8 b8a8 c2a4 a8b8 a4a7 b8c8 a7a8
VL81U,4rn1k/1r2q1bp/3pB1p1/p2P2P1/Np2Pp1R/1Pp1Q3/P1P5/1K5R w - - 0 29,h4h7,4,1147,h4h7 f8h7 h1h7 h8h7 e3h3 g7h6 h3h6
ITtXT,r1r5/1R6/p1pp2pk/P1P2pn1/8/4qPPp/1Q2B2K/1R6 w - - 0 36,b2g7,4,1777,b2g7 h6h5 g3g4 f5g4 f3g4 h5h4 g7h6
UqgiP,r6r/p1P2N1p/bp2pQ2/3q2pk/1b1Pp3/1P4B1/P4PPP/R2K3R b - - 8 27,a6e2,4,2159,a6e2 d1c1 d5c6 c1b1 e2d3 b1b2 c6c3
WfCfn,r2r4/5p1p/p2NpNpk/1p2P3/5P2/5R2/2p3PK/4q3 w - - 0 37,f3h3,4,1801,f3h3 e1h4 h3h4 h6g7 h4h7 g7f8 h7f7
0cpfh,5rk1/1b3rpp/p7/3P4/P1BQp2q/4R3/1P4PP/4R1K1 b - - 2 24,h4f2,4,1766,h4f2 g1h1 f2f1 c4f1 f7f1 e1f1 f8f1
HajEM,1k1r4/8/p1Q3p1/1pPp4/1P2q3/2RR3P/P1K5/5r2 b - - 6 41,f1f2,4,2004,f1f2 c2b3 e4c4 c3c4 d5c4 b3c3 d8d3
zQDqX,8/8/8/P2pNRpp/1P1P1n1k/4K3/r6P/8 b - - 3 42,a2e2,4,1978,a2e2 e3f3 g5g4 e5g4 h5g4 f3f4 e2e4
N9K4L,2k4r/pp3pp1/2p2np1/2q5/P7/3Q2P1/1P4PP/R4R1K b - - 1 22,h8h2,4,1912,h8h2 h1h2 f6g4 h2h1 c5h5 h1g1 h5h2
h7936,1r3k1r/pp2qpp1/1P2p3/1Q1pP3/6b1/1NPB2p1/1P3PP1/R3R1K1 b - - 0 20,h8h1,4,1673,h8h1 g1h1 e7h4 h1g1 h4h2 g1f1 h2h1
hlM5u,8/5p1p/p2Q2p1/kp6/r6n/7P/5qP1/3R3K w - - 8 47,d6c7,4,2026,d6c7 a5b4 d1b1 b4a3 c7c3 a3a2 c3b3
bdoHF,5k2/1b4pp/8/1p1q4/3p1B1P/1p1P2P1/2P4K/5Q2 w - - 0 41,f4d6,4,1112,f4d6 f8e8 f1f8 e8d7 f8e7 d7c6 e7c7
vRKio,5k2/p6R/1p4p1/3BB3/8/P7/5b1K/3bq1r1 w - - 0 45,e5d6,4,1795,e5d6 f8e8 d5c6 e8d8 h7h8 e1e8 h8e8
p6j60,rk1q1r2/p1p1n1bp/Qpn3p1/8/2B1PB2/6NP/P1p3P1/1R3RK1 w - - 0 21,b1b6,4,2376,b1b6 a7b6 a6b6 b8c8 c4e6 d8d7 b6c7
77Zgi,8/6bp/3Q4/6p1/2B3k1/8/3P1PKP/q3r3 w - - 0 36,f2f3,4,2341,f2f3 g4h4 d6g3 h4h5 c4f7 h5h6 g3h3
WLxXo,7r/b2k3q/ppp5/2PbPp2/1P1R1B1r/P5NP/5QPK/7R b - - 0 32,h4h3,4,861,h4h3 g2h3 h7h3 h2g1 h3h1 g3h1 h8h1
WHHmb,5r2/ppb2r1k/7N/6pQ/3N1q2/8/bP3PPP/2RR2K1 b - - 2 29,f4f2,4,940,f4f2 g1h1 f2f1 d1f1 f7f1 c1f1 f8f1
q8CWR,2R5/3r1k1p/6p1/q2p1p2/4r3/5N1P/p4PP1/Q5K1 w - - 6 42,f3g5,4,1918,f3g5 f7e7 a1g7 e7d6 g7f6 e4e6 f6e6
EsMwn,7k/1p3Q2/p2p2pp/4b1q1/P7/2P2P2/1PB1RKP1/8 b - - 4 39,e5g3,4,1840,e5g3 f2g1 g5c1 c2d1 c1d1 e2e1 d1e1
5SvY7,6k1/p2p1r1p/b3pQp1/3pP3/8/8/q1r2PPP/1RR3K1 w - - 0 22,b1b8,4,1287,b1b8 a6c8 b8c8 c2c8 c1c8 f7f8 c8f8
Muv0I,2kN3r/pp2bpp1/5n1p/q7/3p1BP1/1P1B3P/1PP1QP2/2KR3R b - - 0 21,a5a1,4,2391,a5a1 c1d2 e7b4 c2c3 b4c3 b2c3 a1c3
DFSa5,3rr2k/pp4pp/2p1Rp2/2b5/6Q1/1PB2R2/1P4PP/7K b - - 0 24,d8d1,4,995,d8d1 c3e1 d1e1 e6e1 e8e1 f3f1 e1f1
1WhUX,8/2kr1pR1/n7/3bPQ2/K1pP4/P4P2/1P6/7R b - - 3 36,d5c6,4,1802,d5c6 a4a5 d7d5 a5a6 c6b7 a6a7 d5a5
kZ1VG,4r1k1/5pp1/2Q4p/p1p1r2q/2P2n2/PP3P2/2N3PP/3RBRK1 b - - 0 23,f4e2,4,1467,f4e2 g1h1 h5h2 h1h2 e5h5 e1h4 h5h4
ie9Z7,rn3rk1/pp3q1p/2p1Qp2/8/8/5R2/PPP3PP/3R3K w - - 1 22,f3g3,4,1391,f3g3 g8h8 e6f7 f8f7 d1d8 f7f8 d8f8
WEQ2m,r6r/pp4b1/1qpk1nBp/3p4/3P4/2P5/PP2QPPP/RN4K1 w - - 2 17,e2e5,4,1310,e2e5 d6d7 g6f5 d7d8 e5d6 f6d7 d6d7
2AhDl,3k1b1r/pp1bpQpp/4r3/1B6/8/2P5/P2P1PPP/R1B2K1R b - - 3 15,d7b5,4,942,d7b5 c3c4 b5c4 d2d3 c4d3 f1g1 e6e1
2jY3Q,r6r/pNpk3p/8/8/8/2q5/P1B1Q1PP/6K1 w - - 0 25,c2f5,4,2302,c2f5 d7c6 e2a6 c6d5 a6e6 d5d4 e6e4
8CBDG,r4r1k/p1p1N1p1/1p2p1Pp/8/2qP4/2P5/1PQ2P2/1K4nR w - - 0 26,h1h6,4,1306,h1h6 g7h6 g6g7 h8g7 c2g6 g7h8 g6h6
Leisu,3r4/ppR2Bbk/2n4p/8/4NPn1/5R2/PP4PP/6K1 b - - 0 24,d8d1,4,1259,d8d1 f3f1 g7d4 e4f2 d4f2 g1h1 d1f1
5OUZO,r4k2/2R1R1r1/pq2P2p/1p2Q3/5p2/7p/PP3PPP/6K1 b - - 0 29,g7g2,4,1823,g7g2 g1h1 g2h2 h1h2 b6f2 h2h3 f2g3
zlujy,3r2k1/4p1b1/4P3/p1N3R1/1n3Pp1/1P2B1P1/2P4P/2K5 b - - 2 35,b4a2,4,1684,b4a2 c1b1 d8d1 e3c1 d1c1 b1a2 c1a1
KcGEN,8/5ppp/1pN2k2/p1n5/5PP1/5K2/r7/4R3 w - - 0 33,g4g5,4,1653,g4g5 f6g6 c6e7 g6h5 e1h1 a2h2 h1h2
Cbs1z,5rr1/pp2n1k1/3bQpP1/1b6/5P1N/2q2BP1/P4P2/4R1K1 w - - 0 28,e6e7,4,1925,e6e7 d6e7 e1e7 f8f7 e7f7 g7h8 f7h7
UOxPv,3kr3/p4Q2/np1p1P2/2pP4/2P3B1/P3q1Pp/1P5P/5R1K b - - 6 34,e3e4,4,1556,e3e4 g4f3 e4f3 f1f3 e8e1 f3f1 e1f1
zM48v,r7/3r1p2/2kPp1p1/4P3/pR6/2p1RP2/3K4/8 w - - 0 47,e3c3,4,2350,e3c3 c6d5 b4b5 d5d4 b5c5 a4a3 c3c4
or3SL,7k/6pp/q2n1r2/3p4/8/8/P1P2PPP/1R2R1K1 w - - 0 30,b1b8,4,1193,b1b8 a6c8 b8c8 d6c8 e1e8 f6f8 e8f8
MVOc5,6k1/1p2r2p/p4ppB/P3p2P/6Q1/1P6/3r1qPK/8 w - - 2 36,g4c4,4,2392,g4c4 e7f7 c4c8 d2d8 c8d8 f7f8 d8f8
zzPcf,8/1P3p2/8/5k1p/5B2/1R2PK1P/1r6/4b3 b - - 3 42,b2f2,4,2197,b2f2 f3g3 h5h4 g3h4 f2f4 h4h5 f4h4
hdnBd,5r2/1pq1b1k1/p2n2p1/2p1p1P1/2B1P3/1N3r2/PPP5/1K1Q3R w - - 4 25,h1h7,4,1614,h1h7 g7h7 d1h1 f3h3 h1h3 h7g7 h3h6
kbdE1,4r1k1/ppp2p2/2bp1P1p/6pP/1P6/4Q1R1/q4rP1/6RK w - - 6 31,g3g5,4,1923,g3g5 g8f8 g5g8 f8g8 e3g3 g8h8 g3g7
iFCHT,5rk1/ppp1R1pp/5q2/8/4R3/3r4/PP2QPPP/6K1 b - - 1 24,d3d1,4,1709,d3d1 e2d1 f6f2 g1h1 f2f1 d1f1 f8f1
H4NbS,r1bq3r/pppp2pp/5nk1/6N1/3p1P2/5Q1P/PPPK1nP1/RN5R w - - 3 14,f4f5,4,2045,f4f5 g6g5 h3h4 g5h6 f3f4 g7g5 f4g5
dPyJl,6k1/1p1Q2pp/5p2/pB1P4/5b2/1P3K1P/PB4Pq/3R1R2 b - - 0 33,h2g3,4,2041,h2g3 f3e4 g3e3 e4f5 g7g6 f5f6 f4g5
8xQI7,k5r1/1b6/pPq5/4Bp2/2pR3Q/2P2P1P/2P3r1/R4B1K b - - 0 34,g2g1,4,2237,g2g1 h1h2 g1h1 h2h1 c6f3 f1g2 f3g2
snZH7,8/3p1pR1/2p2P2/1p1nP3/1P5k/2r1B3/6PK/r7 w - - 0 39,g2g3,4,2127,g2g3 h4h5 g3g4 h5h4 e3f2 c3g3 f2g3
fSEkU,6k1/1pp4p/2qP2p1/p5r1/5r2/2QB1P2/PP3K1P/3R1R2 b - - 2 29,c6f3,4,1701,c6f3 f2e1 f3e3 d3e2 f4f1 e1f1 g5g1
q5Lx2,4r1k1/pp3p2/2b3pQ/3p1pN1/3P4/2P5/PP2qPPP/5RK1 b - - 8 27,e2f1,4,1689,e2f1 g1f1 c6b5 c3c4 b5c4 f1g1 e8e1
sE2HT,1rr5/p3p1kp/3p2p1/q2Qb1P1/2p1P3/P4P2/KPP5/3R3R w - - 0 24,h1h7,4,1679,h1h7 g7h7 d5f7 h7h8 d1h1 e5h2 h1h2
6W7BC,r1r4k/4Rp2/2p4p/p2p4/7q/2P1Q3/P1P2p2/3K2R1 w - - 0 33,e3e5,4,1757,e3e5 f7f6 e7h7 h8h7 e5e7 h7h8 e7g7
1AlAH,4r3/4N1pk/4p1p1/3pP2P/1Rb5/4nPK1/r7/6R1 w - - 0 40,h5g6,4,1154,h5g6 h7h6 g1h1 a2h2 h1h2 h6g5 f3f4
Z7nLV,5rk1/3R1ppp/p7/4rQP1/5RKP/2q5/8/8 w - - 0 40,f5f7,4,1253,f5f7 f8f7 d7d8 e5e8 d8e8 f7f8 f4f8
Rfrrb,r1b2k2/5p1p/p2p3P/qpnP1N2/2r1PPQ1/8/PKB5/3R4 w - - 2 31,g4g7,4,1869,g4g7 f8e8 g7g8 e8d7 g8f7 d7d8 f7e7
t3vMO,5rk1/Q1p2ppp/4p1n1/6b1/3P2R1/1BP5/Pr3RPP/6K1 b - - 0 21,b2b1,4,1589,b2b1 b3d1 b1d1 f2f1 g5e3 g1h1 d1f1
WDWgJ,2k2r1r/pp1n2p1/2p1B1P1/1P1p4/5BQ1/N2P2K1/Pq6/R4R2 b - - 2 24,b2h2,4,2365,b2h2 g3f3 h8h3 g4h3 f8f4 f3e3 d5d4
moroW,8/4P1pk/4Q1bp/3Pqp2/2P1p3/4r1PP/5RK1/5R2 b - - 2 38,e5g3,4,1208,e5g3 g2h1 g3h3 h1g1 e3g3 f2g2 g3g2
JPZbD,2kr2r1/p4p1p/2b1p3/1nQ5/8/4P3/P4PPP/R1B2RK1 b - - 6 18,g8g2,4,2101,g8g2 g1h1 g2g1 h1g1 d8g8 c5g5 g8g5
0dpQw,1k5B/pb3p2/1p5p/3p4/1P2B1P1/P7/5PPb/R3RKNr b - - 0 28,b7a6,4,1659,b7a6 b4b5 a6b5 e4d3 b5d3 e1e2 h1g1
mJr82,8/8/8/p1P1p3/P1P2k2/8/5p2/5K2 b - - 0 49,f4f3,4,1919,f4f3 c5c6 e5e4 c4c5 e4e3 c6c7 e3e2
pvMNG,3rr1k1/p2n1p1p/1p4p1/2p2qP1/4p3/1PQP1N1R/P1P2PK1/7R w - - 0 25,c3h8,4,2009,c3h8 g8h8 h3h7 h8g8 h7h8 g8g7 h1h7
qkdj5,3rr1k1/5pb1/6p1/2p2qN1/5Q2/2P5/PP2BPRP/R1B2K2 b - - 0 33,d8d1,4,1813,d8d1 e2d1 f5d3 d1e2 d3e2 f1g1 e2d1
pCaV7,6k1/ppqR1pp1/7p/2r1p3/1Q2P3/P4P2/1B4PP/7K b - - 0 25,c5c1,4,1039,c5c1 b2c1 c7c1 d7d1 c1d1 b4e1 d1e1
YGmYZ,r6k/2Q3pp/8/2Pp4/p2q4/P7/6PP/R2n1R1K b - - 6 30,d1f2,4,1554,d1f2 h1g1 f2h3 g1h1 d4g1 f1g1 h3f2
EZqOv,6k1/5p2/6p1/R2r3p/3B1b2/2P4P/1P2KPP1/7q w - - 0 36,a5a8,4,1087,a5a8 f4b8 a8b8 d5d8 b8d8 g8h7 d8h8
qH6FW,8/p3r1kp/1pPQ2p1/3pr1q1/8/PP2P3/6PP/2RR2K1 b - - 0 26,g5e3,4,1066,g5e3 g1h1 e3e1 d1e1 e5e1 c1e1 e7e1
8c4TK,8/7p/5kpr/p7/P1Q1Pp1q/5PbP/3B4/4NBRK b - - 0 39,h4h3,4,971,h4h3 f1h3 h6h3 h1g2 h3h2 g2f1 h2f2
75D2E,3r2k1/1p4pp/pq6/4R3/2p2r2/1P5Q/P1P2PPP/5RK1 b - - 0 22,b6f2,4,1605,b6f2 f1f2 d8d1 e5e1 d1e1 f2f1 e1f1
pDoC8,8/pb3p1k/1p2qQp1/8/3B3P/2P1p3/PP3P2/R5K1 b - - 1 29,e6g4,4,2037,e6g4 g1f1 b7a6 c3c4 a6c4 f1e1 g4e2
FyMwG,1rr5/p3ppkP/1q1pbn2/8/4P1P1/2N2P2/p1PQ4/2KR1B1R w - - 0 19,h7h8q,4,2140,h7h8q c8h8 d2g5 g7f8 h1h8 f6g8 g5g8
MvlyT,3r1rk1/3R1ppp/p3p3/1p2P3/8/P3q2P/BPb3P1/5Q1K w - - 4 28,f1f7,4,1806,f1f7 f8f7 d7d8 f7f8 a2e6 g8h8 d8f8
Iluyw,2rqrbk1/1b1n1p1p/p2p2p1/1p1P2PQ/4PP2/1NB2R2/PP5P/4R1K1 w - - 0 24,h5h7,4,1154,h5h7 g8h7 f3h3 f8h6 h3h6 h7g8 h6h8
O9k3O,r1b3k1/6r1/p1p1p2p/3p3Q/8/P2B4/1PP2q2/2K3R1 w - - 0 25,h5e8,4,2227,h5e8 f2f8 g1g7 g8g7 e8g6 g7h8 g6h7
4sDBx,k1r4R/pp6/2q5/3pQ1P1/8/8/PPP2r2/1KR5 b - - 6 35,c6c2,4,1321,c6c2 c1c2 f2f1 e5e1 f1e1 c2c1 e1c1
5yizW,7r/1Qpb2k1/5p2/3Pq3/1PBBp3/P5p1/4N1Pb/3R1R1K b - - 1 34,h2g1,4,1682,h2g1 h1g1 h8h1 g1h1 e5h5 h1g1 h5h2
BOIZv,6k1/2B2p1p/4q1p1/8/2p1b3/2P2PQ1/6PP/5K2 b - - 0 30,e4d3,4,1548,e4d3 f1g1 e6e3 g3f2 e3c1 f2e1 c1e1
NU51C,8/3rkp1p/2Q2p1q/pP6/4N3/8/6R1/6K1 b - - 2 37,d7d1,4,2012,d7d1 g1f2 h6f4 f2e2 f4f1 e2e3 d1d3
IS10B,6kr/1rp2pp1/5B1p/4R3/P1BP2b1/8/5PPP/b5K1 w - - 0 24,e5e8,4,1284,e5e8 g8h7 c4d3 g4f5 d3f5 g7g6 e8h8
1934e,8/3b2kr/3b1q2/2p5/2PpQ1P1/1P1P1p2/P2B1RP1/4R1K1 b - - 0 32,h7h1,4,1919,h7h1 g1h1 f6h4 h1g1 h4h2 g1f1 h2h1
Pbh9M,1r5k/6p1/4p1Bp/p1pbPp1R/3q1P2/P2P3Q/6PP/1r4RK w - - 13 38,h5h6,4,1173,h5h6 g7h6 h3h6 h8g8 h6h7 g8f8 h7f7
iS9IT,r6k/4P1p1/2B4r/p3p1b1/P1P5/8/2Q1NqPP/1R1R3K b - - 0 25,h6h2,4,2108,h6h2 h1h2 f2h4 h2g1 g5e3 g1f1 h4f2
UqPWb,r5k1/1B4p1/p3p2p/2p4q/1p3P2/1P1PPRb1/PBQ3P1/1N1R2K1 b - - 8 31,h5h2,4,1157,h5h2 g1f1 h2h1 f1e2 h1g2 f3f2 g2f2
sDxLO,5rk1/1p5p/p1p1q3/3p2p1/3Pp3/P3P2P/1P2RP1K/4QR2 b - - 0 32,f8f3,4,2057,f8f3 f1h1 f3h3 h2g1 e6g4 g1f1 h3h1
Q6Eua,k2r4/b1Q5/p5p1/8/BR2P3/P4P2/3rq1PP/6RK b - - 0 35,e2g2,4,1503,e2g2 g1g2 d2d1 a4d1 d8d1 g2g1 d1g1
eGv2L,1r1q1rk1/6p1/p3p1Qp/2p1P1b1/6P1/2pB4/PPP4P/1K1R3b w - - 0 23,g6h7,4,1767,g6h7 g8f7 d3g6 f7e7 h7g7 f8f7 g7f7
IMrDQ,r3rk2/5pp1/2p4Q/qp1p1b2/p7/P2n1K2/BP2N3/6RR w - - 6 28,h6d6,4,2170,h6d6 f8g8 g1g7 g8g7 d6h6 g7g8 h6h8
aISEt,1n4nr/p1N4p/3p4/1R1B4/k2PP2q/8/PbP5/R2K4 w - - 5 26,d5b3,4,1621,d5b3 a4a3 b5a5 a3b4 a5a4 b4c3 c7d5
DVKOM,7k/2p2KpP/1p3pP1/8/2rp4/8/8/4B3 w - - 0 45,e1d2,4,2192,e1d2 d4d3 d2h6 g7h6 g6g7 h8h7 g7g8q
TJOIq,r4rk1/1pp3pp/3p1p2/p2NpP2/3bn3/PB1q4/KPR5/2B5 w - - 0 27,d5e7,4,2017,d5e7 g8h8 e7g6 h7g6 c2h2 d3h3 h2h3
8uulx,6k1/p4pbp/3p2p1/2q5/Q1PpRB2/8/P4PPP/1r2n1K1 w - - 0 27,a4e8,4,2274,a4e8 g7f8 e8f8 g8f8 f4h6 f8g8 e4e8
oVh92,5rk1/p5p1/3q2rp/3p4/4n3/3B3P/PP3PP1/3QRRK1 b - - 4 29,g6g2,4,2360,g6g2 g1g2 f8f2 f1f2 d6g3 g2f1 g3f2
dJs6w,5k2/R7/6P1/2n2KP1/8/8/p7/r7 w - - 4 48,g6g7,4,1875,g6g7 f8g8 f5g6 a1d1 a7a8 d1d8 a8d8
ncnsw,6r1/2R2Rpk/p6p/1p5P/2ppN3/3P2P1/1qPK4/8 w - - 2 27,f7g7,4,2162,f7g7 g8g7 e4f6 h7h8 c7c8 g7g8 c8g8
6DnGz,b4rk1/R2Q1ppp/1p6/8/4p3/8/Pq2BPPP/6K1 w - - 0 25,d7f7,4,1445,d7f7 f8f7 a7a8 f7f8 e2c4 g8h8 a8f8
Bfqoe,3Rr1k1/1pr4p/p3bQpP/8/1n4qN/6B1/PPP2PP1/1K1R4 b - - 2 26,e6a2,4,1715,e6a2 b1a1 b4c2 a1a2 g4a4 a2b1 a4a1
MoFzy,6rk/2p1n2p/p7/1p1Q4/5R1P/8/2q3PK/8 w - - 1 38,d5e5,4,1460,d5e5 g8g7 f4f8 e7g8 f8g8 h8g8 e5e8
eDygL,r4rk1/1pp1qppp/3bp3/p3B3/5P2/1b1P4/PPP1B2P/1K1R2R1 w - - 0 20,g1g7,4,2068,g1g7 g8h8 g7g8 h8g8 d1g1 e7g5 g1g5
6w7OK,r4r2/p2n1p1k/2p2Bpp/3b4/4R1P1/3PQ1KP/P1q5/R7 w - - 6 27,e3h6,4,1593,e3h6 h7h6 g4g5 h6h7 e4h4 h7g8 h4h8
6Frgq,6k1/6n1/3N4/p7/P2PbpQ1/6p1/6P1/2qR2K1 b - - 5 48,c1e3,4,1388,c1e3 g1h1 e4g2 h1g2 e3f2 g2h3 f2h2
